label,tweet
sadness,"maaf, baru kali ini dlm sejarah NKRI org no wahid jadi bulan2an, apa karna tdk mampu atau menjadi boneka pencitraan…"
trust,"Dukung Jokowi, @cakimiNOW Pede Bakal Dilirik jadi Cawapres #CakIminTheNextWapres @jokowi @PDI_Perjuangan @evndari…"
fear,"Selamat malam mas ..\nSaya ingin bantuan anda (Y) ..\nsaya ingin bertanya , kenapa facebook saya tidak bisa mengirim pesan ???\nkalau saya kirim pesan , tulisan nya tindakan blokir !!\nsaya mohon perbaikin nya secepat nya mas ..\nSelamat malam"
trust,"Menghadapi Kondisi Ekonomi yg Mencemaskan Ini, Secuilpun Tdk Ada Keraguanku pada Kuasa Mu ya Allah. Ku Yakin 100% p…"
anger,[USERNAME] [USERNAME] Waketum Gerindrong Dongo Instagram menghapus secara sepihak karena kalian telah melanggar hukum ( Foto2 didepan Kabah itu melanggar hukum ) [URL]
anticipation,Ketua Panja RUU Anti Terorisme Muhammad Syafi’i (dari Partai Gerindra) meminta Polri tidak melimpahkan kesalahan ke…
sadness,"Perjuangan keadilan walau sendiri. \n# Tolong saudaramu ini, bantu tanda tangan petisi nya.\nTanda tanganmu/ komentarmu di petisinya sangat-sangat berharga baginya, Jangan abaikan derita saudaramu."
fear,Kenapa foto profil di fb saya tidak ad tp klo dilihat dari fb lain foto profil saya keliatan ? \nMohon jawabannya
fear,@detikcom Pasti yang punya warung itu antek2 nya @PKSejahtera
joy,Kamu dulu ikut urus wisatawan yg 'terdampar' ya?
anticipation,"Ketua Umum Partai Solidaritas Indonesia (PSI) Grace Natalie, membeberkan hasil temuan tim riset partainya soal Perp…"
sadness,"RidwanGooners Malam, Mas Ridwan. Mohon maaf atas ketidaknyamanannya. Terkait keluhan tidak mendapatkan sinyal 4G, s…"
joy,@andre_rosiade @jokowi @prabowo @fadlizon @Gerindra @PKSejahtera @sandiuno @Fahrihamzah Aamiin Aamiin Aamiin YRA..
anger,"kaum kampret tetep mikirnya kebalik seperti kampret dipohon, mana ada WTP buat 2018? Yg ada WTP 2017, GOBLOG kok ditunjukin."
sadness,"Lagi2 negara atas nama kekuasaan menggunakan TNI/polisi ut mengusir dan mengintimidasi rakyatnya sendiri... Tinjau ulang putusan pengadilan,... Hakim bukan tuhan,... Dia manusia biasa bisa saja dia salah dlm memutuskan...."
sadness,Zonk
anger,@mpranisbhata @fadlizon @prabowo @Gerindra Mak lampir Yg bakalan stroke bong di 2019.\nKalau pooling junjungan loe y…
anger,[USERNAME] [USERNAME] Ooo... kl berisik emamg mendingan d sumpel si.. kl d kntr gw sepi bgt ki... jepangnya jg g doyan dgrin lagu.. jd mau g mau pk sumpelan kita.. bosen abisnya..
anticipation,"Maka pertemuan SBY dan JK beberapa waktu lalu disorot dalam kaitan itu, apalagi terkait pula demo 4 Nov kemarin.."
trust,"\Akhirnya semua bisa mendapatkan akses. Jika ini bisa kita lanjutkan, maka kita bisa membuka lebih banyak lapangan…"
sadness,"Saya lagi di perpus UIN, ngantuk sendirian. Sini dong! Barangkali ada yang mau jadi tim sorak-sorak atau mau ngajarin bikin kerangka teori yang sejak 2 bulan lalu ditinggalin begitu saja. Hehe"
anger,Apakah anda termasuk ulama yg terdaftar di kemenag gus....\nBiarllah kami bersama ulama yg tidak terdaftar alias ilegal....
anger,Jangan diam lawan juga mereka yg memparalat hukum dgn tujuan kekuasaan ! Jangan diam lawan juga mereka front linernya komunis berkedok pancasila :) [URL]
trust,Kayaknya Ridwan Kamil bakal menang tetep oooff
trust,"Dari 3 pilihan menu Hoka Suka, ada kering kentang yang selalu jadi favorit semua orang. Sensasi garingnya juara deh. Apalagi rasanya yang khas Indonesia banget. So, langsung aja masukin Hoka Suka sebagai menu buka puasa hari ini bersama teman.\n\n#HokBen #HokaSuka #puasa #ramadan #hokbenramadan2018 #bukber #food #foodie #foodlover #culinary #kuliner #makan #japanesefood #IndonesiaFood #delicious #deliciousfood #Lunch #Dinner #hangout #halal #sambalkitasambalindonesia"
joy,Orang muda yg berwawasan kebangsaannn...lanjutkan generasi penerus menjadi pemimpin bangsa ini..
trust,"Sambil nunggu buka puasa, biasanya saya membaca berita islami dulu dari smartphone #WirelessByLogitech"
anger,"Sudahlah tak usah pajang hadist atau ayat Allah untuk pembenaran. Karena jika kita niat baik sama sama, takkan ada jual ayat dan hadist demi pembenaran sepihak."
joy,Cc donk ke @psi_id @TsamaraDKI biar bisa di kritisi wkwkwkwk
sadness,"Ternyata setelah sidang skripsi, makin sadar kalo skripsi itu cuma bagian kecil dalam hidup, yg sebenernya gaada apa-apanya dibandingin kehidupan setelahnya"
trust,@Yusrilihza_Mhd Kl prof yg satu ini selalu yahud dan tak terbantahkan
anticipation,Sejak lama pemda Dan masyarakat konut di ingatkan
trust,Pengacara Setya Novanto Mengaku Punya Bukti untuk Bongkar Borok KPK
fear,"gue bingung dong ini sebenernya gue ga cocok atau cara make gue salah, mau lanjut make takut muka gue nambah ga karuan nanti, mau berhenti sayang bok msh banyak bet"
joy,@n_izzah saya ucapkan selamat atas kemenangan Pakatan Rakyat dalam Pemilihan Umum Malaysia. Semoga Pak…
trust,@fadlizon @Gerindra @prabowo Kalau Prabowo gak jadi presiden bisa bisa di zonk gila.
anticipation,"Selamat siang , maaf saya mau tanya apa benar MC Donalds mengadakan acara memberi kupon gratis seperti ini? Kalau iya kuponnya yang mana atau ini cuma hoax aja?terimakasih"
trust,Patut di coba nih NoorHaddy Acub
sadness,Kenapa beberapa akun shopee saya ttidak dapat menemukan produk.ya min.??\nPadahal udah di aktifkan . .  Sudah di verifikasi nomer tlp juga
anger,Bro @faizalassegaf sampeyan onok opo? Sikap kritis itu bukan destruktif apalagi membenci membabi buta.\n\nSatu hari s…
trust,"Rencanakan masa depan dengan baik dan penuh berkah bersama Sakinah Multipro Link.\n\nDengan manfaat proteksi jiwa dan investasi yang dikelola dengan prinsip syariah, Anda juga bisa menyiapkan berbagai kebutuhan seperti perencanaan haji dan umroh. Pilih metode pembayaran kontribusi yang cocok untuk Anda: mulai dari bulanan, semesteran, triwulan & tahunan\n\nSiapkan bekal perlindungan yang lebih amanah bersama Sakinah Multipro Link. Hubungi kami di 1-500-045 untuk info lebih lengkap."
disgust,@Ilyas8364 @abs_fyc @fadlizon @prabowo @jokowi @kompascom Survei az bangga kali aslinya tar liat di pencoblosan nya...
sadness,"Diobral"". Pada jomblo semua nih. Dua depan baru pada putus, satu belakang dah gk tahu dari kapan jomblonya. with [USERNAME] dan satu lagi katanya gk mau di mantion. [URL]"
trust,@NasutiAhmad @anismatta @prabowo Gak yakin menang
anger,Pa jembatan citarum yg didayeuh kolot juga sama dipake tempat buang sampah liar.\nKo tdk bisa dicegah ya. Malu2in aja.
anger,"Ini masih saja ngeyel soal ppenundaan penuntasan RUU Terorisme itu salah DPR,  ya sdh saya share saja dokumen bahwa…"
anger,@mkhumaini @fadlizon @Gerindra @MRomahurmuziy Sotoy banget u rom...
anticipation,@sudirmansaid @idafauziyah @sandiuno 7. Walid menyebut berbagai pelatihan telah dilakukan oleh para fasilitator Ayo…
anger,@Gemacan70 @DPR_RI @Gerindra @PKSejahtera @Official_PAN @PBB2019 Dalihnya kebijakan..padahal otak makelar..dasar pengkhianat negri..
sadness,Sayang seribu sayang namun tak ada satupun yg nyangkut sampai sekarang
anger,"Saya didaftarkanjadi m3mber BNI LIFE secara sepihak.awalnya saya ditelpon diperkenalkan BNI LIFE.saya iya iyakan saja.\nSetelah 1 bulan rekening saya langsung di debet SEPIHAK SEBANYAK 405.000.\nSaya complain,saya email untuk pembatalan.setelah itu pembatalan diproses tetapi uang saya tidak dikembalikan??\nBeginikah ADAB BNI LIFE kepada Nasabah BNI??\nMengapa IDENTITAS SAYA SEBAGAI NASABAH BNI cabang kota saaya BISA DIKETAHUI ol3h BNI LIFE JAKARTA?"
trust,"Jihad!!!  Dien Islam lewat penerapan syariat, bukan islam state melulu, buktikan Allah yang Sejati"
fear,Hubungan asrama Justin dan Selena membuktikan bahwa pacaran yang putus nyambung itu gak sehat. Takut kebawa sampe setelah nikah makanya JB nikahin cewek lain. Huhu
sadness,"Assalamu Alaikum wr.wb.\nDengan hormat Pak, saya salah satu warga di Kabupaten Maros Pak, Sulawesi Selatan, ingin mengadukan sebuah kasus mengenai ketidakadilan yang didapatkan salah seorang warga di daerah saya, tepatnya di Lingkungan Majannang, Kecamatan Turikale, Kelurahan Boribellaya, Kabupaten Maros, Sulawesi Selatan. Beliau adalah seorang nenek berusia 85 tahun bernama HASNA. Beliau digugat oleh sepupunya sendiri bernama MUSTAFA tentang harta warisan berupa tanah. Sepupu sang nenek mengaku berhak atas tanah tersebut. Padahal sesungguhnya tanah tersebut adalah hak sang nenek, dan merupakan warisan dari orangtua sang nenek serta nenek mempunyai surat-surat lengkap tentang kepemilikan tanah tersebut. Beliau sudah tinggal di tanah tersebut sejak lahir dan jauh sebelum sepupunya tersebut lahir. Pada hasil keputusan pertama, sang nenek dinyatakan menang. Tetapi, sepupunya kembali banding dan dinyatakan menang di pengadilan yang sama, karena jelas-jelas sepupunya tersebut menyogok seluruh aparatur di pengadilan negeri Maros. Dan karena keputusan tersebut, maka pada hari rabu besok, tanggal 11 juni 2014, pukul 09.00 pagi rumah sang nenek akan digusur.\nOleh, karena itu, kami memohon bantuan bapak untuk kasus ini, karena sudah jelas sekali ketidakadilan yang diperoleh rakyat tidak mampu di daerah saya. Hanya mereka yang berduit yang diperhatikan dan diberi keadilan, sementara rakyat yang kurang mampu hanya disia-siakan oleh para pemerintah setempat. Mohon kiranya bantuan Bapak, karena para aparat di daerah saya hanya selalu mebodoh-bodohi rakyat. Semuanya hanya rekayasa dan permainan uang. Kami tidak bisa berkutik karena jika meminta bantuan ke satu pihak, maka harus dengan uang, ingin ke pihak lain, juga harus memakai uang.\nberikut sy sertakan foto nenek dan rumahnya."
trust,Ane mah tetep no tilu atuh
joy,makin penasaran sebab Gus #Romahurmuziy dan pak @mohmahfudmd pasti memiliki pandangan yang berbeda tentang siapa ya…
anger,"Anjir. Kenapa apkl gojek harus ada nomor telp nya. Udah kek bpjs aja no telp wajib, ga sekalian tuh wajib nama orangtua biar bisa ijab qobul-_-"
fear,apakah bnr jam 00:00 fb akan di hentikan
joy,sukses dan sehat selalu utk pak ketuo...Merdek4..
trust,@iwanfals @jokowi @prabowo @RamliRizal @SBYudhoyono @RamliRizall @jokowi Indonesia butuh CAPRES yg berani SUMPAH td…
joy,"Buka Puasa jadi lebih nikmat  dengan Paket Berkah (Berbuka Murah), Paket Ramadhan dari Hisana Fried Chicken. \nLengkap dengan Nasi Plus Ayam, dan juga ada pilihan untuk Takjilnya, yaitu Tahu Krispy dari Hisana Fried Chicken. \nDan pilihan harganya dibawah 15 ribu rupiah..\n#StreetFood #KulinerJakarta #KulinerBekasi #HisanaFriedChicken #FriedChicken #FriedChickenIndonesia #AyamGorengCrispy #AyamGoreng #MakananPinggiran #JajananJakarta #JajananBekasi #CemilanEnak #SpicyChicken #KejuPedas #KulitAyam #AyamCrispy #KentangGoreng #FrenchFries #KentangGorengTepung #SausKeju #PisangNugget #KulitAyam #AyamCrispy #AyamSambalGeprek #AyamGeprekHisana #AyamPedas #AyamGeprek"
anger,1. Roy Suryo si ahli bacot diplester mulutnya sama @SBYudhoyono
trust,@DODDI_F @prabowo Hanya itu cara utk bs mendudukkan semua dlm 1 bingkai. Duduk bersama mencari solusi bangsa ini. K…
sadness,di komix saja haha iya nih hahaha :d batuk bu aji aha uhuk :d sepi tanpa kamu :(
anticipation,"Penantang petaha utk menyelesaikan PR negeri, menurut Netizen..,???\n@prabowo\n@Nurmantyo_Gatot \n@marierteman…"
trust,"Assalammu'alaykum wr wb pak kaban.. kalau boleh saya mau minta no WA nya, pak YUSRIL termaksh.."
joy,"Kak eep Kami,jadi direktur walhi yo..\nSelamat kak eep.."
anger,[USERNAME] boi ini gimane nih wifi gangguan mulu ? Jan mau kalah lah ama indie home . Kalo ampe bsk masih gangguan gue pake indie home aja lah
joy,"@RamliRizal Nganu kok seperti tukang jual sayur setelah ada yg terima tantangannya ee malahan nganu ngeles, ngurus…"
trust,Facebook tidak menjual informasi Anda kepada orang lain. Anda memiliki kendali atas informasi Anda di Facebook. Pelajari lebih lanjut mengenai hal ini di
disgust,@fajarbrandals1 @NdaomanuCha @PKSLiberal @Gerindra Kliatan sih dr muke lu yg ditutup krn mulut lu bau busuk tukang…
trust,Prabowo: Saya Dipesan Ayah Untuk Selalu Menghormati Bung Karno #KlikRMOL #prabowo
sadness,"[USERNAME] Narsumku rutin minum obatnya. Pernah dia skip setahun gak minum obat, karena waktu itu ngerasa dia baik2 aja. Begitu skip minum obat, dia balik lagi dengar bisikan2, bahkan lebih parah. Kalau minum obatnya terkontrol, dia bilang menjalank"
fear,"Kecewa dengan Romahurmuziy, Politisi PPP Gabung ke PBB"
anticipation,"Hi shopee, pesanan pembeli sudah diterima, tetapi kenapa pembeli tidak bisa klik tombol \Terima Pesanan\. Biasanya bisa klik langsung.."
fear,@dewa_urc @sorrambu @fadlizon @Gerindra @prabowo Apa urusan nya Gwe Muslim apa bukan...
anger,thae pkn susah banget!
trust,"@SBYudhoyono Kita dukung Pemerintah sampai akhir 2018, selanjutnya #2019GantiPresiden...itu keinginan mayoritas Mas…"
joy,"Bissmillah semoga jadi rejeki anak yang insya allah soleh amiennnnnnnnnnnnn, dan Jawabannya  :\nSaya melihat Ada 5 perbedaan di gambar tersebut antara lain...\n1. Logo Texas Chicken\n2. Sedotan\n3. Topping diatas Es krim\n4. Saus dekat mayones\n5. Kentang goreng di piring kanan\n\nIkutan yup sapa tahu jadi jalan rejeki kita \nAnwar Samudra\nTersisih\nAkhmad Munaji Sadulloh\nCepot Petakilan\nMuhamad Panji Irawan"
trust,@BRajalalo @faizalassegaf @Yusrilihza_Mhd @jokowi Saya jg ga tau gimananya. Tetangga ada yg HTI. Tiap pemilu ga per…
anger,"@jokowi Tweet Kemana, Ngomen Kemana..."
anger,#2019GantiPresiden\nUlama kecebong ke laut saja yah.....
sadness,"Menyeduh kopi dengan air mata yg cukup panas, menghasilkan kepulan masa lalu dari manisnya kenangan, pahitnya ditinggalkan"
fear,"Tiap kali George ketip2 minta minum, selalu keinget kejadian di Thailand ma [USERNAME]..kami pake motor sana (bentuknya mirip honda new supra) dan gatau ini mo diisi bensin macem mana, dan berapa duit seliternya  jgn2 kita ngisinya minyak tanah kan berabe ya.."
joy,"Friends..\nJadwal Ramadhan 1439H yang semoga bisa bermanfaat untuk kalian gunakan yaa..\nBisa dijadikan Wallpaper Hadphone, jadi tidak lupa waktu Sholat juga.. \nSelamat Menunaikan Ibadah Puasa Friends.."
trust,"Mantap, jangan lelah utk sebuah perbaikan."
anticipation,"Maaf sekali lagi mau tanya,knp fb lite tak bisa ke buka di wifi,sedangkan di data selular bisa???"
joy,"Bersarung, Setya Novanto Hadiri Peringatan Hari Santri Nasional di Probolinggo"
trust,Klau memng tunaiku cara trmudah dn trcpt tolong bntu sya mau pnjm uang
anger,@fathurb364l @congekeun @fadlizon @Gerindra @prabowo @MRomahurmuziy Ngga usa dibubarin PPP ntar juga bubar sendiri
anticipation,Admin...minta info.undian cfc yang berhadiah umroh dong
anger,"bila ingin menghancurkan orang yg memang tidak saya sukai, tak perlu saya repot2 saya liat dn saya biarkan orang yang tak saya sukaai kian menghancurkan dirinya sendiri, tak perlu turut campur tangan saya"
disgust,@fadlizon @Gerindra @prabowo Ngaku sj knp\nPake ngeles sgla
joy,Perindo Yakin Palembang Akan Lebih Baik Dipimpin Sarimuda ... - Okezone #Palembang
surprise,BREAKING NEWS- Debat Pilgub 'Ricuh' Paslon Nomor 3 Kampanyekan \n@Tribun_Manado
disgust,@fadlizon @Gerindra berbasis teroris dan bersembunyi d balik agama
joy,@AnnaSuezann @jokowi @prabowo Semoga pak Prabowo selalu sehat dan bisa datang di Undangan Pelantikan Presiden RI pe…
sadness,"Sya sbgai wrga lereng gng slamet turut belasungkawa dan prihatin atas insiden itu ,dan dgn rasa kemanusiaan juga prihatin dgn apa yg sdg trjadi d lereng gng slamet smoga pak djohan jg mengapresiasinya #saveslamet"
sadness,Yahh cm cinere malll
joy,"Selamat Merayakan Hari Raya Paskah 2018 pak Jonan & kel. semoga dihari Kebangkitan KRISTUS adalah Rencana Tuhan Indah, kami rakyat bangga dengan kesuksesan karya2 bapak sebagai anak BANGSA."
fear,"@maslani_zaki @wiranto1947 @Gerindra @SBYudhoyono kl hanya tuduhan sudah lah pak gk usah ribet, msh ada hal lain yg lbh penting"
fear,@TeddyGusnaidi @fadlizon @prabowo @Gerindra Maaf bang bknnya didepeer byk pendkung pemerintah? Kok untuk sahkan ruu…
joy,"Kerja,kerja,kerja mantap semangat ya pak Ignasius Jonan"
joy,[LIDA TOP5] Kolaborasi Keren Rara Arif Ridwan Selfi dan Nabila - “Rindu”: via @YouTube
anticipation,"Mbah Soleh :\ Romy Ingin Saingi Cak Imin Jadi Cawapres Jokowi: Ketua Umum PPP Romahurmuziy mengubah strategi politiknya, dari yang…"
joy,Amin
fear,"Kita maklum klu gerakan #2019GantiPresiden bingung menentukan siapa gantinya, krn :\nPrabowo : Semangatnya jauh berk…"
anger,"Apa cuma saya yang setiap goyang emas loading, menyambungkan, gagal pdhl sinyal 4g kuota banyak, yg lain nya jg lancar hanya klik goyang emas loading, payah, jika koin tidak cukup jangan terus kasih notif suruh goyang emas tapi bulshit lah.  Kesel saya."
trust,M4nt4p DM4Jabar Sajajar... \n#SahabatDemizPurwakarta
disgust,@MayjenSudrajat @Gerindra Iya pasangan asyik...kader dari Gerindra hobinya bikin rusuh...contonya pas debat cagub c…
trust,Buat saya perlindungan tenaga kerja yang terbaik adalah perlindungan skill (@hanifdhakiri). \n#JokowiSekaliLagi…
joy,@OfficialiNewsTV @ridwankamil @uuruzhan @MayjenSudrajat @syaikhu_ahmad @tbhasanuddin @Deddy_Mizwar_ @DediMulyadi71 Insha Allah Jabar Asyik
joy,"Secara pribadi saya mengapresiasi kinerja ibu Susi pujiastuti Di kabinet kerja sbg Mentri Kelautan banyak program briliant yg menyentuh masarakat nelayan,, pertanyaannya maukah Ibu Susi menjadi Wapres pak presiden Jokowidodo di 2019?"
trust,"Baik dan tidaknya hidup tergantung apa yang kita pikirkan. Pilih untuk berpikir positif, Mates. #ichoosehappy"
sadness,... Allah suruh aku tinggal di sebuah kamar Sepetak ruang remang-remang Yang harus kurahasiakan Untuk mengawasiku Tuhan taruh utusan Berdiri di pojokan Sepanjang zaman...
joy,"EMPAT MILENIAL HEBAT\n\nEmpat cewek milenial ini punya banyak kehebatan. Berbeda tapi sama. Ya, tentu persamaannya ad…"
sadness,Susah kalo cabang nggak terdaftar nggak bisa
disgust,@Muslim_Bersatu1 saya dari banten selalu ikuti himbauan ulama\nTerbukti pilgub kemaren PDIP nyungsep
anger,"Manusia rakus bunda, menteri udah advokat dirampok juga, banyak tahu rahasia negara waktu di istana sama orba, bandit bingit"
joy,"#agendaUNS Silaturahmi Pimpinan Kampus dan Pimpinan Fakultas beserta Perwakilan Mahasiswa UNS\n\nSeperti tahun tahun sebelumnya, pada Ramadan kali ini Pimpinan UNS menyelenggarakan silaturahmi dengan mahasiswa, yang terdiri dari perwakilan UKM dan organisasi mahasiswa di UNS. Serta, mengundang Tim Paskibra UNS yang merupakan mahasiswa yang telah resmi diterima uns tahun 2018.\n\nSemoga dengan ini dapat merekatkan lagi hubungan kekeluargaan khususnya antara pimpinanan dengan mahasiswa. \nSelamat menunaikan ibadah puasa bagi kawan kawan yang menjalankan :)\n.\n#uns #ramadandiuns #universitassebelasmaret\n.\n➖➖➖➖➖➖➖➖➖➖➖\n© Universitas Sebelas Maret"
